message,created_time,type,shares/count,id,likes/summary/total_count,likes/summary/can_like,likes/summary/has_liked,comments/summary/order,comments/summary/total_count,comments/summary/can_comment
"春節好食雞，快來吃炸雞～兩天前預購滿$799，就送原味蛋撻禮盒券+雞米花分享盒券！
粉絲們，快拿起手機，Let's【＿】！",2014-01-28T02:00:01+0000,photo,22,324273577645211_624172437655322,345,false,false,ranked,8,false
春節返鄉想好什麼伴手禮了嗎？好吃又好看的肯德基三色蛋撻禮盒！讓有溫度的問候，【＿】進大家的心裡～知道答案的粉絲請、作、答！,2014-01-27T01:55:05+0000,video,3,324273577645211_624065194332713,116,false,false,ranked,7,false
"即日起買肯德基桶餐再加$168，就可得到【＿ ＿ ＿】新春組！
有原味蛋撻禮盒、4塊上校雞塊、百事可樂1.25L
內用外帶外送都適用！活動只到到2/10！
知道這個好康組合叫什麼的粉絲請、搶、答！

肯德基餐廳過年營業時間調整如下：
http://www.kfcclub.com.tw/News/Detail71.html",2014-01-26T19:36:00+0000,photo,8,324273577645211_624269370978962,248,false,false,ranked,2,false
下周的這個時刻就是過年啦！滿滿一桌年菜，和家人一起聚餐感覺真不賴～肯德基推出超澎湃新年享樂餐！兩天前預購滿$799還加送原味蛋撻禮盒券和雞米花分享盒兌換券喔！數量有限要買要快！,2014-01-24T02:00:01+0000,photo,20,324273577645211_621596051246294,289,false,false,ranked,4,false
"粉絲年假要去哪玩啊？去的地方要搭什麼交通工具才到的了？
1.飛機
2.火車
3.腳踏車
4.自己開車
5.走路
6.哪兒都不去",2014-01-23T02:00:00+0000,photo,6,324273577645211_617839174955315,196,false,false,ranked,18,false
大家都吃過黑糖麻糬蛋撻了嗎！告訴團長你還有沒有其他喜歡的蛋撻口味？,2014-01-22T02:00:00+0000,photo,7,324273577645211_617838598288706,425,false,false,ranked,8,false
"我左選右選上選下選，覺得每個附餐都很對味～♪♪
我想了又想我看了又看，決定點個【＿】塊雞全家餐～♪♪
吃飽很簡單！",2014-01-21T02:00:00+0000,photo,9,324273577645211_617837574955475,434,false,false,ranked,8,false
"吃膩便當了嗎？？周一對自己好一點
肯德基網路訂餐，個人套餐全天激省價！
你在辦公室通常可以揪到幾個人一起訂餐呢？",2014-01-20T02:00:01+0000,photo,10,324273577645211_617836638288902,431,false,false,ranked,7,false
粉絲一次可以吃下幾顆蛋撻？,2014-01-17T02:17:33+0000,photo,11,324273577645211_616567841749115,416,false,false,ranked,15,false
忙忙忙～忙忙忙～團長在忙甚麼？團長忙著【＿】十塊雞全家餐的配餐！知道答案的粉絲請留言！,2014-01-16T02:00:01+0000,photo,11,324273577645211_613178272088072,343,false,false,ranked,26,false
"肯德基外送好禮三重送！心動【＿】上叫外送
第一重：即日起兩天前預購滿$799就送
原味蛋撻禮盒券+雞米花分享盒券！
第二重：網路會員訂餐滿$700送1.25L百事可樂
第三重：買就送外送優惠小卡！
知道空格要填什麼的粉絲請、作、答！",2014-01-15T02:00:00+0000,photo,7,324273577645211_613182355420997,238,false,false,ranked,15,false
"激省午晚餐，排名大作戰！
1.咔啦雞腿堡餐/激省價$99
2.吮指雙雞餐/激省價$119
3.墨西哥莎莎霸王捲餐/激省價$119
4.雞米花田園沙拉餐/激省價$99⋯⋯
5.紐奧良烙烤雞腿堡餐/激省價$99

留言告訴團長哪個對你來說最、划、算",2014-01-13T01:00:00+0000,photo,20,324273577645211_613715438701022,591,false,false,ranked,33,false
"有粉絲注意到，最近肯德基廣告常常強打外送電話順口溜
【是你餓吧 鈴鈴鈴】嗎？團長來隨堂考囉～
肯德基的外送專線是＿ ＿ ＿ ＿ ＿ ＿ ＿？
一共八碼，記性超好的粉絲請、作、答！",2014-01-10T02:00:00+0000,status,1,324273577645211_609356812470218,123,false,false,ranked,24,false
"任你選全家餐，全家吃飯好簡單，告訴團長你們最常跟幾個人一起吃晚餐？

A. 自己吃
B. 2個人
C. 3~4個人
D. 4人以上",2014-01-09T02:00:01+0000,photo,20,324273577645211_609349995804233,414,false,false,ranked,91,false
到底是什麼【＿ ＿ ＿ ＿餐】有肯德基炸雞＋咔啦雞腿堡＋(新)雞米花分享盒＋經典玉米＋雞塊點心盒？肚子餓的粉絲請按讚！知道答案的粉絲請、作、答！,2014-01-08T19:31:00+0000,photo,19,324273577645211_613176572088242,544,false,false,ranked,61,false
"【爺爺來找碴】爺爺雖然慈眉善目，但是出考題絕對不手軟
(捻鬍子)？留言告訴團長，你總共找到幾個碴？",2014-01-08T02:00:01+0000,photo,5,324273577645211_609349602470939,193,false,false,ranked,4,false
"【爺爺來找碴】
銷聲匿跡了一段時間！團長來請粉絲們找爺爺的碴啦！共有5處不同，快告訴團長你發現哪一些Bug？？？答案明天揭曉！",2014-01-07T02:00:00+0000,photo,4,324273577645211_609348835804349,221,false,false,ranked,8,false
"周一總是忙到自己一個人吃午餐，走進肯德基點份重量級XL套餐時，你會把炸雞換成哪種口味呢？留言請、選、擇！

A.金黃薄脆雞
B.咔拉脆雞
C.薄皮嫩雞",2014-01-06T02:00:00+0000,photo,58,324273577645211_609336742472225,664,false,false,ranked,73,false
"快聽團長言，吃雞在眼前！現在點全家餐，桶桶自行選配餐！讓團長來調查一下～你們喜歡那些配餐呢？　

1.中可X2
2.中薯
3.大雞米花
4.玉米濃湯
5.經典玉米
6.上校雞塊X4
7.鮮蔬沙拉",2014-01-03T00:30:00+0000,photo,71,324273577645211_603071696432063,623,false,false,ranked,30,false
"2014肯德基＿ ＿ ＿回來了！即日起購買
6塊雞全家餐$299，配餐任選2
8塊雞全家餐$399，配餐任選3
10塊雞全家餐$549，配餐任選5
烤半雞全家餐$239，配餐任選2
手扒雞全家餐$429，配餐任選3

炸雞自由挑口味、配餐開放任你選！
PS：炸雞口味－咔啦脆雞、薄皮嫩雞、金黃薄脆雞
(配餐有七種，詳情請見圖)

超開心的粉絲請、填、空！",2014-01-01T16:00:01+0000,photo,75,324273577645211_603070429765523,594,false,false,ranked,18,false
"新年新氣象，斷開束縛，斷開煩惱！粉絲衝過來領優惠券吧！你希望未來的每一天都＿全＿美？留言告訴團長吧！

立馬下載優惠劵：
http://goo.gl/L0G59G",2014-01-01T03:00:01+0000,photo,17,324273577645211_607208726018360,424,false,false,ranked,9,false
5、4、3、2、1……團長又來祝大家新年快樂囉~~~~！粉絲們一起來大聲歡呼「Happy New Year！」,2013-12-31T16:00:01+0000,photo,36,324273577645211_607207646018468,931,false,false,ranked,11,false
"今天上班心不在焉的粉絲請按讚！
跟團長一樣活潑的粉絲請喊：「可惡～想逃～～」
大家一起放縱訂餐，狂嗑炸雞，怒吃蛋撻吧！

＊美味特搜：http://www.kfcclub.com.tw/Menu/Delivery/
＊網路訂餐：http://goo.gl/bdDopd (優惠多多)
＊外送專線：4128-000(是你餓吧!鈴鈴鈴)",2013-12-31T00:00:01+0000,photo,5,324273577645211_603068316432401,220,false,false,ranked,2,false
"超熱門的辦公室人氣王，就是－金黃薄脆雞歡聚餐啦！
中午想吃這個的粉絲請按讚！想到要凹誰請客的粉絲請喊：「＿ ＿來買單！」",2013-12-30T01:46:27+0000,photo,17,324273577645211_606122176127015,470,false,false,ranked,13,false
"元旦放假，聰明的粉絲一定想好要怎麼慶祝了
團長還是想瞎操心一下：
不管是跨年前和同事先嗑一頓，還是跨年夜好好犒賞自己！
建議提前網路/電話預約，才不會在當天又冷又餓又想哭唷QQ

＊美味特搜：http://www.kfcclub.com.tw/Menu/Delivery/
＊網路訂餐：http://goo.gl/bdDopd (優惠多多)
＊外送專線：4128-000(是你餓吧!鈴鈴鈴)",2013-12-28T14:30:01+0000,status,1,324273577645211_603067143099185,86,false,false,ranked,0,false
"怕辣的朋友不要怕，好吃的金黃薄脆雞上市囉！
吃辣的朋友有得吃，經典的咔啦脆雞持續熱賣！
好朋友就是要一起吃金黃薄脆雞歡聚餐
薄脆一半、咔啦一半、感情不會【＿】！
知道空格要填什麼的粉絲請、作、答

PS：跨年吃這個感覺也不錯耶 (團長流口水ing...)",2013-12-27T00:30:00+0000,photo,20,324273577645211_603066616432571,434,false,false,ranked,7,false
"上班族朋友有福了！小確幸TEA TIME到！暖冬期間限定優惠！
列印或拍照出示本優惠券，買2顆蛋撻(原價)
就送熱美式咖啡乙杯！週一到週日，天天都是蛋撻下午茶Happy Day！


活動期間：2013/12/17~2014/2/3",2013-12-26T00:30:00+0000,photo,53,324273577645211_599843106754922,458,false,false,ranked,10,false
,2013-12-25T05:49:10+0000,video,7,324273577645211_602988863107013,118,false,false,ranked,1,false
白色耶誕，白髮蒼蒼的爺爺在忙甚麼？爺爺正忙著＿＿＿＿！知道答案的粉絲請留言！,2013-12-24T16:00:00+0000,photo,1,324273577645211_599903446748888,280,false,false,ranked,27,false
"好多大節日就要來臨了～快告訴團長
粉絲特別想和家人一起吃哪些美食呢？(肋排?焗烤?..或其他)",2013-12-24T05:13:24+0000,status,,324273577645211_602257386513494,212,false,false,ranked,4,false
"粉絲喜歡薄的炸雞？脆的炸雞？肯德基新口味金黃薄脆雞，讓你感受又薄又脆又嫩又多汁的全新好味道，粉絲吃過了嗎？？

更多美味請上官網：http://www.kfcclub.com.tw/Menu/Delivery/
＊網路訂餐：http://goo.gl/bdDopd (加入會員優惠多多)
＊外送專線：4128-000(是你餓吧!鈴鈴鈴)",2013-12-24T01:58:05+0000,video,9,324273577645211_602188389853727,122,false,false,ranked,3,false
"叮叮噹叮叮噹，炸雞多閃亮，肯德基聖誕大餐，你～訂了嗎？
兩天前預購外帶/外送滿千元就送新品-雞米花分享盒券($129)
任何桶餐炸雞都可以更換最新口味""金、黃、薄、脆、雞"" !

找美味：http://www.kfcclub.com.tw/Menu/Delivery/
＊網路訂餐：http://goo.gl/bdDopd (加入會員優惠多多)
＊外送專線：4128-000(是你餓吧!鈴鈴鈴)",2013-12-23T02:00:00+0000,photo,10,324273577645211_599884140084152,301,false,false,ranked,6,false
"你吃過幾年的冬至湯圓呢？今年換換口味，替家人加一味！
肯德基黑糖＿ ＿蛋撻全新上市！知道新口味是什麼的粉絲
請、作、答！",2013-12-21T16:00:02+0000,photo,9,324273577645211_599882106751022,450,false,false,ranked,22,false
"粉絲今年要交換禮物還是玩桌遊呢？肯德基炸雞聖誕不缺席！
兩天前預購外帶/外送滿千元就送新品-雞米花分享盒券($129)
任何桶餐炸雞都可更換最新口味""金黃薄脆雞""唷 ！先搶先贏！

找美味：http://www.kfcclub.com.tw/Menu/Delivery/
＊網路訂餐：http://goo.gl/bdDopd (優惠多多)
＊外送專線：4128-000(是你餓吧!鈴鈴鈴)",2013-12-20T16:00:03+0000,photo,9,324273577645211_599904753415424,226,false,false,ranked,1,false
"聖誕辦趴替！就找肯德基！三重優惠X'mas so happy～
1.兩天前預購滿千送新品-雞米花分享盒禮券(原價$129)
2.網路會員訂餐滿$700送1.25L瓶裝可樂
3.網路訂餐買原味蛋撻禮盒只要$100(可升級換新口味)

團長小提醒:炸雞還可以更換新品""金黃薄脆雞""唷 !


立即網路訂餐：http://goo.gl/bdDopd",2013-12-20T03:00:00+0000,photo,14,324273577645211_599854213420478,322,false,false,ranked,1,false
"肯德基全新上市【金黃薄脆雞雙拼餐】只要$399！
整份全餐含有4塊金黃薄脆雞、4塊咔拉脆雞、1份大雞米花、1份大薯、4杯小可！是不是很想立刻大快朵頤！
網路訂餐叫外送，還可享加購原味蛋撻禮盒只要$100的優惠唷！想要行動的粉絲請、打、【GO！】

網路訂餐GOGOGO：http://goo.gl/bdDopd",2013-12-19T02:00:00+0000,photo,26,324273577645211_595443350528231,395,false,false,ranked,8,false
"沒嚐過肯德基【日式黑糖麻糬蛋撻】朋友看這邊！
香濃Q彈黑糖麻糬口感許你一個甜蜜暖冬>/////////<
即日起列印、手機或拍照出示嘗鮮券，兩顆蛋撻只要$49！
想吃的粉絲請、喊、又


活動期間：2013/12/17~2014/1/27",2013-12-17T16:00:01+0000,photo,119,324273577645211_595440843861815,783,false,false,ranked,50,false
"肯德基全新上市【金黃薄脆雞雙拼餐】只要$399！
整份全餐含有4塊金黃薄脆雞、4塊咔拉脆雞、1份大雞米花、1份大薯、4杯小可
你想要找幾位好朋友一起分享呢？？？？？",2013-12-17T02:16:29+0000,photo,21,324273577645211_598176386921594,399,false,false,ranked,9,false
"想不到薄皮也能擁有香脆口感？肯德基辦到了！
嚴選雞肉醃漬入味，再以獨門裹粉工法，加上11種神祕香料配方，新鮮現炸，香氣十足的薄脆外皮，結合鮮嫩多汁的雞肉，全新上市【金黃＿ ＿ ＿】！搭配中可嘗鮮價只要$99！
口口咬下驚艷無比！知道新炸雞叫什麼的粉絲請、作、答！",2013-12-17T02:00:01+0000,photo,59,324273577645211_595440360528530,635,false,false,ranked,43,false
"早安！Good morning！Bonjour！哩後！歐嗨呦！阿尼喲！咕登踏克﹗星期一大早爺爺來跟大家問好～
告訴團長你們這個周末過得好嗎？？？",2013-12-16T02:00:01+0000,photo,12,324273577645211_595927590479807,331,false,false,ranked,11,false
"恐怖哦～恐怖到了極點哦！萬事不通，快來吃雞避凶！
有人知道今天是什麼日子嗎？反應超快的粉絲請、搶、答！

提示....【＿ ＿ ＿星期五】",2013-12-13T02:00:01+0000,status,1,324273577645211_595416723864227,266,false,false,ranked,37,false
"叮叮噹叮叮噹鈴聲多響亮～粉絲們
卡片買了沒？買了～襪子掛了嗎？OK～
現在只缺一頓大餐！肯德基今年特別推出【聖誕＿＿餐】
就是要陪大家過白色耶誕～
知道空格要填什麼的粉絲請、留、言！",2013-12-12T02:00:01+0000,photo,21,324273577645211_591737267565506,438,false,false,ranked,37,false
"大家都吃過了嗎？最夯的紙包雞～
跟團長說說你最近吃了幾次吧～～～",2013-12-11T02:00:01+0000,photo,22,324273577645211_591736317565601,615,false,false,ranked,37,false
"【烤翅視力測驗】
下午三點..........團長已經盯了一整天的螢幕
真的快老花眼了…@@
粉絲們看的到最下面那排雞翅的方向嗎？
眼尖的粉絲請、搶、答！",2013-12-10T07:00:01+0000,photo,22,324273577645211_591735604232339,346,false,false,ranked,18,false
"早餐吃來吃去，中式好？西式好？
其實都沒關係！早餐天天吃，口味天天換！
快來下載列印或拍照出示優惠券
冷冷的冬天來一份肯德基早餐吧！
團長出發了～你呢？

立馬下載優惠劵:
http://goo.gl/L0G59G",2013-12-09T01:00:01+0000,photo,10,324273577645211_591735084232391,195,false,false,ranked,2,false
"今晚亞洲冬季棒球聯盟賽
中華 V.S. 多明尼加 
粉絲們想好要吃幾塊炸雞，把敵手轟炸出去了嗎???
A.五塊雞桶
B.八塊雞桶
C.十塊雞桶
D.多少塊都吃得下

留言請、選、擇！",2013-12-06T02:00:01+0000,photo,8,324273577645211_590500911022475,374,false,false,ranked,70,false
天氣冷總是特別想喝湯，什麼湯跟烤雞最搭呢？團長覺得是【＿、＿、濃、湯】啦！手扒雞溫暖餐剛好能滿足巴豆夭夭的人對炸雞、烤雞、濃湯和薯條的渴望！知道團長最愛什麼湯的粉絲請、留、言！,2013-12-05T02:00:01+0000,photo,26,324273577645211_586699371402629,546,false,false,ranked,23,false
"爺爺和團長最近常常一起吃午餐，紙包雞打開來整個香到不行！！粉絲們也吃過了嗎～留言告訴團長你覺得紙包雞哪一點最優秀？？？
1.一打開就有撲鼻香氣!
2.湯汁淋上雞汁飯好吃!
3.紙包雞肉質鮮嫩入味!
4.以後吃不到該怎麼辦!
5.請粉絲自由發揮～～",2013-12-04T02:00:01+0000,photo,14,324273577645211_582974571775109,389,false,false,ranked,15,false
"爺爺午餐大抉擇～到底要吃哪一個，才能解除午餐危飢？
1.咔拉雞腿堡激省午晚餐
2.吮指雙雞XL套餐
3.煙燻起司霸王捲激省午晚餐
4.五塊雞桶餐

請有經驗的大家幫爺爺選、一、個～～",2013-12-03T02:00:00+0000,status,4,324273577645211_586698444736055,278,false,false,ranked,26,false
什麼時候最想來一塊雞?,2013-12-02T02:00:01+0000,photo,12,324273577645211_586877074718192,657,false,false,ranked,24,false
寒流來襲，粉絲們有多穿一點嗎？肯德基新商品也跟你們一樣包的緊緊緊唷！《＿ ＿ ＿》用錫箔封住所有美味，打開來口口都溫暖！知道這項熱呼呼餐點是什麼的粉絲請、作、答！,2013-11-29T02:00:00+0000,photo,15,324273577645211_586676028071630,484,false,false,ranked,46,false
今天11/28是感恩節！就讓肯德基爺爺提供好吃的紐奧良手扒雞溫暖餐，請餐廳小幫手們外送到你家吧！留言告訴爺爺，今天的你特別想要感謝誰呢？,2013-11-28T02:00:01+0000,photo,9,324273577645211_582976628441570,412,false,false,ranked,25,false
"還沒好好的感受～♪  雪花綻放的氣候～♪
我們一起共餐～♪  會更明白什麼是溫暖～♪
肯德基新上市【紐奧良手扒雞＿ ＿餐】，有多汁烤雞、酥脆炸雞、玉米濃湯，知道這個新餐點叫什麼名字的粉絲
請、作、答！",2013-11-27T02:00:01+0000,photo,58,324273577645211_582975988441634,709,false,false,ranked,50,false
"ㄧ人吃不夠MAN，多人吃才夠MAN！【豪邁煙燻霸王捲$699歡聚餐】大家一起作夥Ｍ－Ａ－Ｎ－－－－！

立即上網訂購：https://www.4128000.com.tw/",2013-11-01T02:00:01+0000,photo,19,324273577645211_566244053448161,403,false,false,ranked,8,false,,,,
恐怖喔～恐怖到了極點喔～～～～今天是百鬼出籠的萬聖節，粉絲們最想扮成什麼造型到路上要糖呢？愛搗蛋的粉絲請、留、言！,2013-10-31T02:00:01+0000,photo,27,324273577645211_565645563508010,663,false,false,ranked,12,false,,,,
"【微笑模範生-台中中正王莉玲】
就是今天！莉玲即將代表台灣肯德基參加『冠軍挑戰賽』，和亞太區12個國家的肯德基夥伴們一起比賽！能代表台灣出國的莉玲，可是經過了重重關卡選拔，不僅工作表現優秀，更會跳舞表演，非常有才！
粉絲們請一起留言鼓勵「台灣KFC真是so good！」祝莉玲出國比賽，得冠軍、拿金牌、光榮叨轉來！^O^",2013-10-30T02:00:02+0000,photo,36,324273577645211_565644716841428,583,false,false,ranked,29,false,,,,
"【桃園台茂店限定】重新開幕好康活動第2波來啦！
(1)雙人特餐$198
(2)蛋撻加購$15
(3)咔啦雞腿堡+中可$89
(4)8塊雞桶$269
粉絲們最想吃哪一個呢？請、做、答！",2013-10-29T02:00:01+0000,photo,46,324273577645211_565644023508164,495,false,false,ranked,20,false,,,,
"【早餐天天省】最後一週！壓軸主角是《肯德基吮指嫩雞粥》
偶爾也會吃膩三明治漢堡麵包...和團長一樣也喜歡傳統中式早餐的粉絲請按讚！",2013-10-28T01:00:01+0000,photo,19,324273577645211_561327257273174,433,false,false,ranked,5,false,,,,
"辛苦了一周。。。餓到忙到全身無力提不起勁。。。連出門吃飯的力氣都沒有？快用手指click click，來一捲新上市《豪邁煙燻霸王捲》，網路訂餐，免出門直接送到家！會員獨享滿$700免費再送可樂ㄧ瓶！讓你精力充沛，繼續衝刺！

立即加入會員網路訂餐：https://www.4128000.com.tw/",2013-10-25T09:00:01+0000,photo,8,324273577645211_566243653448201,331,false,false,ranked,6,false,,,,
再加一層、再加一層！8層的《豪邁煙燻霸王捲》，8倍奉還！8層才夠MAN！,2013-10-23T03:00:00+0000,video,16,324273577645211_10201648955919650,191,false,false,ranked,3,false,,,,
【微笑模範生-桃園迴龍林美君】美君還記得剛加入KFC時，就被大家一起慶生的氣氛所感動。有別於之前的打工經驗，這裡有一群年齡相仿的夥伴，雖然今年暑假才加入，一下子就和大家成為了好朋友！回想起迴龍店尚未開幕前，大家都在其他店支援，最後回到自己店裡一起打拼的感覺，真的很團結很有歸屬感！請大家給美君和迴龍店一個讚吧！,2013-10-23T02:52:09+0000,photo,9,324273577645211_561328773939689,359,false,false,ranked,11,false,,,,
【捲餅東西軍】粉絲們今天想吃《豪邁煙燻霸王捲》還是《墨西哥莎莎霸王捲》？請、選、擇！,2013-10-22T02:00:01+0000,photo,35,324273577645211_561328503939716,514,false,false,ranked,18,false,,,,
"有人剛睡醒有起床氣，有人沒吃飽會生氣！每天早上到肯德基報到，享用週週不同的優惠早餐，吃飽了、有朝氣、不生氣！
【早餐天天省】本週的優惠主角是《主廚燻雞燒餅》！
告訴團長，你有《起床氣》和《肚子餓氣》嗎？",2013-10-21T01:00:01+0000,photo,9,324273577645211_561327063939860,252,false,false,ranked,2,false,,,,
【爺爺來找碴】答案揭曉！有沒有被爺爺考倒呢？告訴團長你找到幾個！,2013-10-18T09:00:01+0000,photo,5,324273577645211_562052710533962,229,false,false,ranked,3,false,,,,
【爺爺來找碴】團長來請粉絲們找爺爺的碴拉！共有5處不同，你能找到幾個？答案今天下午五點揭曉！,2013-10-18T06:00:01+0000,photo,5,324273577645211_562052283867338,267,false,false,ranked,14,false,,,,
"【微笑模範生-桃園迴龍鄭雅云】小云才加入KFC短短幾個月，就已經胖了4公斤了！> < 實在是因為肯德基的食物真的太好吃啦！尤其是蛋撻剛出爐的時候，那迷死人的香～氣，總是讓小云忍不住想要偷咬一口呢XD 小云可說是迴龍店的元老，和夥伴們一起參與開店的過程，擁有非常難得的革命情感。最大的願望是和大家一起參加員工旅遊！
跟小云一樣因為喜歡KFC的粉絲請按讚～～～",2013-10-17T02:00:01+0000,photo,10,324273577645211_556327664439800,315,false,false,ranked,14,false,,,,
"【高雄澄清店限定】開幕好康第二波～波～～濤洶湧的優惠來襲啦！

(1)雙人好康餐=$198
(2)五塊雞桶送2杯中可=$189
(3)咔啦雞腿堡+中可=$89

哪個好康最吸引你？！請、作、答！",2013-10-16T02:00:01+0000,photo,50,324273577645211_556321891107044,445,false,false,ranked,23,false,,,,
"9條好漢在一班，8層美味在一捲！
第1層！墨西哥捲餅皮
第2層！咔啦雞腿排
第3層！獨家薯泥餅
第4層！煙燻培根
第5層！青翠生菜
第6層！新鮮生洋蔥
第7層！多力多滋脆餅
第8層！德州煙燻烤肉醬

說打就打，說吃就吃，管他流血流汗～管他流血流汗～
優惠券下載：https://www.facebook.com/photo.php?fbid=552929228112977",2013-10-15T02:00:01+0000,photo,45,324273577645211_556462397759660,599,false,false,ranked,9,false,552929228112977,,142,55
,2013-10-15T01:47:52+0000,photo,2,324273577645211_559643430774890,34,false,false,ranked,5,false,,,,
"【早餐天天省】本週推出的是《總匯歐姆蛋燒餅》！套餐$59附$30飲料，還有點兒餓的粉絲可以+$20多吃個三角薯餅，上班上課都更有活力喔！
跟團長一樣喜歡吃早餐的粉絲請按讚！",2013-10-14T00:30:01+0000,photo,23,324273577645211_556319631107270,348,false,false,ranked,0,false,,,,
"【桃園台茂店】重新開幕啦～在台茂購物中心B2、B2喔，粉絲們不要跑錯樓囉！超多來店好康等你來！

人在桃園的粉絲們請喊聲：「我是桃園人啦！」",2013-10-13T02:00:01+0000,photo,32,324273577645211_552354378170462,464,false,false,ranked,4,false,,,,
"【微笑模範生-花蓮中正趙唯彤】ㄚ彤在KFC最難忘的一次是颱風天，餐廳人潮爆滿，連大門都關不了！也因為狂風暴雨，只有7個夥伴能來上班，大家都忙翻了！@@
跟團長一樣覺得「花蓮不但好山好水，連女孩笑容也格外甜美」的粉絲請按讚！^o^
粉絲們有機會來花蓮玩耍時，別忘了也到《花蓮中正店》找ㄚ彤喔！",2013-10-11T16:00:01+0000,photo,9,324273577645211_552345528171347,398,false,false,ranked,14,false,,,,
"【得獎公布】恭喜以下粉絲獲得【林書豪旋瘋】電影票！
請各位得獎者於2013/10/13 23:59前將(1)FB名稱(2)真實姓名(3)手機號碼(4)地址(5)email私訊給團長，以便後續寄送贈品給你喔！

【活動回顧】https://www.facebook.com/photo.php?fbid=552926058113294

【得獎名單】
Ya Ya Wu/Wu Young/Xavier Aquoise/Yating Zeng /Ya Ya Zeng/晴小妞/Wei Cheng/瓜姐/林谷/花洛米/陳姿文/元正/吳小葵/曾子杰/火 の鳥 /Haly Tseng /林沁沁 /淺淺紫/Ivy Chen /政必瀛/Thiphuong Nguyen/Jin Jin/Abiyo Wong /徐一菁 /派大丁/Dannis Ang /Cish Houng /PhoebeGhost Lin /Jean Yeh/徐于婷/Amy Huong /Jaing Tsai/Mist Torll/Gary Chen /Rong Abi Wong /Smile Wong/張嘉芳/陳蓉/劉琪琪/曾彥鈞/呂建成/艾艾子/潔思敏/I-Ta Lien /Mia Kobayashi /王若雯 /陳至明/Por Eric/Melissa Lin /Wang Lucky/陳小倩 /Amos Apq/燕子/陳珮琪/林夏/Huiru Liao/香吉士/廖智賢/Wu Minna/Yating Wong /Chen Ging/Lilly Wong /Ya Ta Hong /吳美圓/Mau Gwojyh/蔡慧君/Maddy Chang /林書惠/林琮沁/愛喝水/劉鏡明/Kiki Lo /林振凱 /DaDa Di /蔡長恩/Monica Lin /May Nyny	/談綱晴 /Chang Xiaomi /Elisha Chang/馮霖/Betty Lu	/秋雨楓紅 	/Amy Chung /Jyun Yi Wu /Tony Tu/蘋果水/Sam Wang/Wendy Cheng /Angela Ha/Mason Tsai /陳芊瑜 /Yvonne Mou /羅月兒	/陳雍壯/Yazing Li /HO Sing-hong/林安安/愛蓮娜/洪振庭 /王傑宇/Li Melody /Fin Liu /王聖銘/林志剛/劉宥慧/Cindy Ho /Green Liu/Ya Ya Lin/Reena Chen/Yan Tin Zeng /App Ag/Bread Lee /楊硯丞/人風/Tiffany Chang/CM Wu/Angel Cho /Annie An/樊苗/吳明芳/嚇次吧 /艾力克/曾凡倫/LuLu Legge/Sue Lin/补小如	/李詩詩 /董妹/宅小恬/Eve C. Luk /陳大頭 /Carol Lin /緹花 /BE BE/Ying Kin Yuan /Ck May/雲飛揚/徐勝良 /仕申/普羅旺斯 /林雅雅/Maggie Hou/Jones Hkk/Ammy Huang/Darren Huang/Meifen Chen/林欣瑜/林香香/黃建彰",2013-10-11T07:51:25+0000,photo,10,324273577645211_556463521092881,123,false,false,ranked,27,false,552926058113294,,111,55
"雙十國慶正逢外送周年慶！放假叫外送，好康3重送！

《第1重》指定超人氣餐點免外送服務費
《第2重》買就送現金折價券$50
《第3重》超人氣指定餐點最多省$235

快拿起電話撥打外送專線：4128-000
活動辦法：http://www.kfcclub.com.tw/Menu/Delivery/Default.aspx",2013-10-10T02:00:00+0000,photo,53,324273577645211_552352588170641,461,false,false,ranked,5,false,,,,
"《三味雞翅》實在太美味，買三對送一對，口味任選，超級划算！來肯德基千萬不能少了這一翅～數量有限，賣完為止喔！

來肯德基讓你插翅也_____？粉絲請、搶、答！",2013-10-09T02:00:01+0000,photo,34,324273577645211_552342301505003,615,false,false,ranked,29,false,,,,
"《肯德基新品預告》是什麼神秘果實…可以充滿你的男人胃？再等一周，新品《豪邁煙燻______》重量上市！知道答案的伙伴請、作、答！

粉絲們快按滑鼠右鍵下載本嚐鮮券，10/15-11/11就可以用嚐鮮價大口品嚐新品，手機出示或列印都可以喔！",2013-10-08T02:00:01+0000,photo,148,324273577645211_552929228112977,719,false,false,ranked,52,false,,,,
"團長請粉絲們免費看【林書豪旋瘋】電影啦！

《活動辦法》
2013/10/7-10/10，完成以下步驟者，即有機會獲得【林書豪旋瘋】電影票2張！
(1) 分享本篇貼文，並將留言設為「公開」 
(2) 按讚成為肯德基粉絲團粉絲
(3) 在本活動文下方留言「我愛肯德基，我要看林書豪旋瘋！」

上述三個條件都要達成才能獲得抽獎資格唷！

《得獎公佈》
2013/10/11於粉絲團公布得獎名單，得獎者需主動於2013/10/13 23:59前用私訊回覆以下資料(1)FB名稱(2)真實姓名(3)手機號碼(4)地址(5)email給團長，以便後續寄送贈品。

詳細活動辦法：http://goo.gl/g9bK7v",2013-10-07T03:00:00+0000,photo,475,324273577645211_552926058113294,691,false,false,ranked,522,false,,,,
"粉絲們早安～【早餐天天省】每周都有不同省錢套餐，本周推出的是《肯德基吮指嫩雞蛋堡餐》！只要$49，還附$30飲料喔！
留言告訴團長，你每天都有吃早餐嗎？",2013-10-07T00:30:01+0000,photo,46,324273577645211_552340738171826,578,false,false,ranked,10,false,,,,
